year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,11,3,21,7.0,-11.0,13.0,1026.0,NW,148.02147,0.0,0.0
2011,12,25,19,138.0,-14.0,-8.0,1031.0,NW,5.37,0.0,0.0
2011,8,2,6,71.5849,20.0,21.0,1008.0,NW,3.13,0.0,0.0
2011,3,17,10,20.0,-15.0,8.0,1027.0,NW,11.899374,0.0,0.0
2011,3,15,12,18.0,-21.0,6.0,1028.0,NW,243.80966,0.0,0.0
2013,12,19,3,16.0,-19.0,-9.0,1032.0,NE,3.13,0.0,0.0
2013,1,14,6,55.0,-13.0,-9.570594,1026.0,NW,12.96,0.0,0.0
2012,3,11,11,183.0,-8.0,4.0,1025.0,SE,6.26,0.0,0.0
2011,10,2,22,152.89967,10.0,13.0,1027.0,NW,3.13,0.0,0.0
2012,3,28,20,13.0,-15.414543,10.0,1023.0,NW,227.48859,0.0,0.0
2014,4,15,18,134.12044,7.0,22.0,1010.0,SE,59.808807,0.0,0.0
2011,2,12,20,53.0,-10.0,-4.0,1032.0,NW,4.02,0.0,0.0
2012,3,28,4,25.43333,-11.0,-1.0,1027.0,NE,0.89,0.0,0.0
2010,10,27,18,61.0,-4.0,5.0,1029.0,SE,32.931156,0.0,0.0
2011,8,4,16,88.21528,21.0,31.262848,1003.0,SE,10.678741,0.0,0.0
2014,3,29,16,229.0,3.0,17.0,1019.0,SE,0.89,0.0,0.0
2010,6,12,8,140.2583,16.0,23.0,1008.0,NE,6.71,0.0,0.0
2010,5,4,22,113.0,11.13584,17.0,1003.0,cv,0.89,0.0,0.0
2011,12,11,2,64.0,-6.0,1.0,1026.0,SE,9.84,0.0,0.0
2011,2,8,23,57.0,-10.0,-2.0,1019.0,SE,47.680065,0.0,0.0
2014,10,9,5,303.0645,13.0,14.0,1017.0,cv,1.79,0.0,0.0
2011,6,22,19,35.0,9.0,27.0,1004.0,SE,43.350704,0.0,0.0
2011,8,12,12,105.0,24.0,28.0,1003.0,SE,27.543245,0.0,0.0
2014,8,5,21,25.003464,18.0,26.0,1007.0,SE,21.01,0.0,0.0
2011,12,19,20,298.30658,-11.0,-0.30507195,1027.0,SE,1.79,0.0,0.0
2014,12,10,10,77.0,-13.422331,-2.0,1028.0,NW,2.68,0.0,0.0
2014,6,14,12,59.0,16.0,30.0,1007.0,SE,7.15,0.0,0.0
2011,7,28,16,135.0,24.0,31.0,1004.0,SE,34.955875,0.0,0.0
2011,3,31,13,188.00809,2.0,19.0,1016.0,SE,4.92,0.0,0.0
2010,2,21,1,272.14688,-4.0,0.0,1020.0,SE,25.472578,0.0,0.0
2010,5,17,5,60.0,11.0,15.0,1013.0,SE,8.94,0.0,0.0
2011,2,5,22,113.4105,-11.0,-5.0,1022.0,NW,42.46241,0.0,0.0
2011,5,14,1,62.0,1.0,17.0,1009.0,NW,3.13,0.0,0.0
2011,2,12,23,146.60951,-11.0,-8.218046,1026.0,cv,1.78,0.0,0.0
2014,11,1,7,154.18636,4.0,6.0,1021.0,NW,9.84,0.0,0.0
2014,12,14,14,72.0,-15.0,4.0,1029.0,cv,6.71,0.0,0.0
2010,10,2,12,99.0,13.0,18.0,1015.0,NE,1.79,0.0,0.0
2010,11,13,15,20.069221,-12.0,9.0,1022.6612,cv,0.89,0.0,0.0
2014,5,28,22,28.533234,12.0,20.0,1004.0,NW,3.58,0.0,0.0
2010,5,14,17,112.819214,8.0,25.0,1011.0,SE,21.457346,0.0,0.0
2011,12,25,2,160.1938,-11.0,-7.0,1032.0,NW,19.210123,0.0,0.0
2013,6,5,14,113.0,17.0,25.0,1010.0,cv,3.13,0.0,0.0
2014,11,3,16,84.02024,3.0,13.0,1019.0,SE,4.92,0.0,0.0
2014,10,13,18,63.0,5.0,16.0,1018.0,SE,6.26,0.0,0.0
2014,6,10,17,63.16238,15.0,27.412954,1006.0,SE,7.6,0.0,0.0
2014,7,5,6,21.0,18.0,23.0,1002.0,NW,3.13,0.0,0.0
2014,1,16,10,63.0,-23.0,-2.0,1032.0,cv,0.89,0.0,0.0
2010,8,9,8,45.0,16.0,25.0,1009.0,NW,11.63,0.0,0.0
2014,10,6,1,83.0,10.0,12.0,1023.305,SE,1.79,0.0,0.0
2011,4,15,0,134.68144,9.0,11.0,1011.0,NE,1.79,0.0,0.0
2012,8,27,21,57.0,18.0,24.0,1010.0,SE,11.62,0.0,0.0
2014,5,28,12,83.0,13.0,25.0,1011.0,cv,4.92,0.0,0.0
2011,7,16,22,269.54178,24.0,27.0,1003.0,SE,15.651138,0.0,0.0
2014,10,20,5,157.0,11.0,11.0,1018.0,cv,2.67,0.0,0.0
2010,10,20,0,11.0,3.0,11.703651,1026.0,NW,14.75,0.0,0.0
2014,9,21,0,81.0,18.0,23.0,1016.0,SE,8.05,0.0,0.0
2010,12,25,10,27.0,-20.0,3.0,1017.0,NW,39.959766,0.0,0.0
2011,7,12,5,91.196045,21.0,23.0,1008.0,NW,1.79,0.0,0.0
2011,12,22,1,12.0,-19.0,-2.0,1036.0,NW,73.31203,0.0,0.0
2012,1,24,4,104.0,-23.0,-15.873284,1028.0,cv,1.78,0.0,0.0
2011,5,22,12,23.755981,3.0,30.0,1008.0,NW,13.86,0.0,0.0
2014,3,11,0,97.34973,-9.0,0.0,1019.0,SE,0.89,0.0,0.0
2014,4,18,9,15.0,-4.0,19.0,1026.0,NE,8.94,0.0,0.0
2012,9,25,22,90.0,14.0,21.0,1016.0,SE,12.97,0.0,0.0
2013,7,7,19,47.848564,21.0,27.0,1001.0,SE,1.79,0.0,0.0
2011,9,2,22,32.0,13.0,19.0,1016.0,cv,5.3698654,0.0,0.0
2011,2,1,15,35.0,-19.0,8.0,1020.0,SE,6.26,0.0,0.0
2011,12,5,20,249.50215,-3.6327212,-3.0,1031.0,cv,1.78,0.0,0.0
2011,10,19,4,334.89145,10.0,11.0,1020.0,NW,1.79,0.0,0.0
2010,9,14,16,215.20242,19.0,29.0,1011.0,SE,26.571955,0.0,0.0
2014,1,9,22,198.75334,-10.0,-4.0,1026.0,cv,0.89,0.0,0.0
2013,9,1,16,37.0,13.0,28.0,1011.0,SE,3.58,0.0,0.0
2011,3,10,15,52.0,-14.0,13.0,1022.0,cv,5.37,0.0,0.0
2010,3,2,2,124.6326,-6.0,1.0,1016.0,SE,3.58,0.0,0.0
2014,3,28,17,163.0,8.0,16.0,1010.0,SE,15.65,0.0,4.757396
2014,6,26,22,156.0,22.0,25.0,1003.0,cv,1.79,0.0,0.0
2012,6,28,9,28.0,13.0,26.200863,1004.0,NW,3.58,0.0,0.0
2012,2,1,4,315.8506,-9.0,-6.22674,1020.0,NW,1.79,0.0,0.0
2010,3,27,7,352.44376,3.1280646,8.0,1011.0,SE,0.89,0.0,0.0
2013,12,28,16,16.0,-23.0,4.0,1024.0,NE,3.13,0.0,0.0
2010,4,11,20,78.0,-1.0,10.0,1015.0,SE,24.760826,0.0,0.0
2010,3,8,11,143.0,-9.0,2.0,1027.0,cv,0.89,0.0,0.0
2010,6,10,10,157.15471,16.218657,25.0,1007.0,SE,3.13,0.0,0.0
2013,7,31,19,33.10042,18.0,23.0,1000.0,NW,20.12,0.0,3.0
2010,2,13,2,19.0,-21.0,-4.0,1029.0,cv,0.89,0.0,0.0
2012,11,7,0,130.0,2.0,5.0,1021.0,SE,11.173924,0.0,0.0
2014,8,7,14,141.0,21.0,28.0,1010.0,cv,1.78,0.0,0.0
2010,11,21,1,427.75555,-1.0,0.47736967,1013.0,NW,4.132722,0.0,0.0
2013,10,25,12,56.024876,-5.0,14.0,1026.0,SE,1.79,0.0,0.0
2010,2,13,13,105.0,-10.0,1.0,1026.0,cv,2.6716118,0.0,0.0
2010,2,7,11,92.60413,-9.0,-5.0,1028.0,NE,1.79,0.0,0.0
2013,3,8,12,16.0,-13.0,10.0,1021.0,cv,3.13,0.0,0.0
2011,11,11,0,32.0,-2.0,3.0,1027.0,cv,0.45,0.0,0.0
2013,7,18,12,177.80106,23.0,27.0,1005.0,SE,3.13,0.0,0.0
2010,6,5,16,121.552536,18.0,28.0,1003.0,SE,25.483738,0.0,0.0
2010,7,18,18,69.0,22.0,24.632113,1005.0,NE,6.26,0.0,23.272625
2011,7,30,22,113.85221,24.0,26.0,1001.0,cv,0.89,0.0,0.0
2011,5,4,18,63.0,10.0,20.0,1001.0,SE,49.896816,0.0,0.0
2011,6,16,15,16.0,7.0,31.0,1006.0,NW,34.420795,0.0,0.0
2014,11,20,2,269.01093,-2.0,1.0,1018.0,SE,2.68,0.0,0.0
2013,10,21,4,20.0,0.0,4.0,1028.0,NW,5.81,0.0,0.0
2014,12,19,5,201.78601,-9.0,-7.0,1024.0,cv,0.45,0.0,0.0
2010,3,18,9,16.0,-16.0,5.0,1025.0,NE,16.093027,0.0,0.0
2013,2,15,6,8.0,-18.0,-5.0,1029.0,NE,49.300606,0.0,0.0
2010,2,10,18,14.0,-21.0,0.0,1028.0,NW,54.35476,0.0,0.0
2012,2,21,12,153.0,-10.0,1.0,1022.0,SE,11.62,0.0,0.0
2014,8,10,22,28.0,18.0,26.0,1003.0,SE,29.053467,0.0,0.0
2010,4,13,16,250.76846,3.0,19.0,1014.0,SE,1.79,0.0,0.0
2013,9,6,12,66.0,13.0,24.0,1017.0,cv,1.79,0.0,0.0
2012,5,4,1,77.0,7.1409426,17.0,1007.0,SE,1.78,0.0,0.0
2013,9,2,15,83.0,16.0,24.0,1014.0,SE,4.92,0.0,0.0
2012,9,12,16,100.0,12.0,23.0,1014.0,SE,19.660883,0.0,0.0
2014,6,29,14,26.0,15.0,32.0,1007.0,SE,5.37,0.0,0.0
2011,4,11,5,18.0,-7.0,9.0,1020.0,NE,4.92,0.0,0.0
2011,4,4,21,64.0,-5.0,14.0,1021.0,SE,17.881294,0.0,0.0
2014,2,6,23,157.0,-9.0,-2.0,1029.0,SE,26.677055,0.0,0.0
2014,8,22,12,61.0,17.0,27.0,1011.0,cv,0.89,0.0,0.0
2012,1,20,20,151.90005,-13.0,-2.0,1029.0,NE,19.662584,0.0,0.0
2014,2,15,10,360.42908,-7.0,-2.0,1025.0,SE,2.68,0.0,0.0
2011,10,15,11,8.0,1.0,18.0,1009.0,NW,82.40008,0.0,0.0
2012,1,15,14,22.0,-19.0,0.0,1029.0,NW,39.716488,0.0,0.0
2010,10,28,17,30.0,-3.0,15.0,1026.0,SE,6.26,0.0,0.0
2012,8,15,7,44.087173,17.0,19.0,1008.0,NE,1.79,0.0,0.0
2010,10,26,14,223.48253,8.0,23.0,1014.0,SE,11.18,0.0,0.0
2011,2,3,23,141.0,-15.0,-6.0,1022.0,NW,1.79,0.0,0.0
2011,9,4,3,252.66269,19.0,18.0,1013.0,NW,1.79,0.0,0.0
2013,8,13,19,91.0,24.0,29.0,1001.0,SE,35.42651,0.0,0.0
2012,11,18,22,10.0,-9.819571,6.0,1022.0,NW,46.044586,0.0,0.0
2014,1,1,22,152.48795,-14.0,-2.0,1023.0,NW,11.63,0.0,0.0
2012,5,19,20,114.900154,17.0,24.0,1007.0,SE,29.95,0.0,0.0
2013,11,4,2,54.0,-2.0,4.0,1027.7867,cv,1.79,0.0,0.0
2014,6,10,20,56.0,13.0,22.0,1007.0,SE,11.563187,0.0,0.0
2010,2,7,10,169.21521,-4.0,-3.0,1028.0,cv,1.78,0.0,0.0
2010,10,13,9,34.0,6.0,11.0,1021.0,SE,0.89,0.0,0.0
2014,3,26,9,25.0,-11.0,8.0,1018.0,cv,0.45,0.0,0.0
2014,6,2,0,43.0,10.0,21.0,1011.0,cv,0.89,0.0,0.0
2012,7,12,3,69.0,22.0,24.0,1005.0,cv,0.45,0.0,0.0
2013,11,13,23,13.0,-15.0,2.0,1031.0,NW,131.89502,0.0,0.0
2012,4,9,7,65.0,0.0,8.0,1015.0,SE,1.79,0.0,0.0
2011,11,18,14,39.0,-3.0,17.0,1015.0,NW,21.56152,0.0,0.0
2014,8,22,15,43.0,16.0,31.0,1008.8308,SE,8.05,0.0,0.0
2012,12,8,4,10.0,-26.931463,-9.0,1028.0,NW,114.68249,0.0,0.0
2011,6,22,3,95.0,19.0,21.0,1004.0,NE,1.79,0.0,4.052431
2012,10,21,3,216.7282,11.0,9.0,1020.0,cv,1.79,0.0,0.0
2014,10,26,10,100.0,7.0,13.0,1016.0,NW,6.26,0.0,4.2121377
2011,8,23,11,96.0,20.0,28.0,1010.0,SE,5.37,0.0,0.0
2010,4,8,23,206.66783,7.0,19.0,1004.0,SE,135.06328,0.0,0.0
2011,4,9,20,171.35347,2.0,19.0,1007.0,NE,1.79,0.0,0.0
2010,10,5,20,197.32304,13.0,18.0,1013.0,SE,9.39,0.0,0.0
2013,6,27,12,52.499832,16.0,31.0,998.0,SE,3.13,0.0,0.0
2013,4,25,10,6.0,-11.0,19.0,1014.0,NW,155.40019,0.0,0.0
2010,8,4,3,131.0,21.0,23.0,1005.0,NW,6.71,0.0,2.0
2010,5,12,6,87.0,-5.0,15.0,1015.0,NW,28.16456,0.0,0.0
2013,3,21,5,92.0,-6.0,-3.0,1024.0,NE,3.13,0.0,0.0
2011,11,16,17,21.887955,-4.0,13.0,1021.0,SE,9.84,0.0,0.0
2011,10,9,6,223.3193,13.0,15.0,1017.0,cv,1.78,0.0,0.0
2013,1,22,20,167.0,-6.0,-3.0,1022.0,cv,0.89,0.0,0.0
2012,6,20,10,205.0,19.0,26.0,1003.0,SE,15.659553,0.0,0.0
2012,5,3,18,52.0,7.0,28.0,1006.0,SE,28.16,0.0,0.0
2014,6,8,6,35.0,15.0,17.0,1004.0,NW,6.26,0.0,0.0
2014,7,18,13,104.0,22.0,33.0,1006.0,SE,11.17,0.0,0.0
2012,2,29,4,85.0,-7.0,-3.0,1020.1714,NE,1.79,0.0,0.0
2014,10,1,14,144.0,12.0,23.0,1014.0,cv,1.78,0.0,0.0
2010,7,5,7,40.0,19.0,25.0,999.43933,NW,20.874235,0.0,0.0
2013,6,20,23,133.0,15.0,26.0,1005.0,SE,1.79,0.0,0.0
2011,5,20,21,91.0,1.0,20.0,1012.0,SE,33.76699,0.0,0.0
2013,5,9,3,65.49562,10.0,13.0,1006.0,NW,5.357523,0.0,0.0
2010,12,13,7,73.0,-20.173187,-11.0,1025.0,NW,8.94,0.0,0.0
2011,7,21,22,80.42015,23.0,25.0,1002.0,SE,37.12328,0.0,0.0
2010,3,18,22,46.0,0.0,1.0,1018.0,SE,22.804085,0.0,2.0
2011,7,13,23,79.0,23.0,27.0,1004.0,SE,16.99,0.0,0.0
2014,5,17,21,68.0,5.0,22.0,1013.0,SE,62.26713,0.0,0.0
2011,12,23,4,10.621664,-16.0,-1.0,1031.0,NW,32.23204,0.0,0.0
2013,4,2,9,27.0,-10.0,11.0,1019.09784,NW,3.58,0.0,0.0
2012,1,11,9,61.0,-14.0,-4.0,1034.0,SE,29.94134,0.0,0.0
2011,12,20,22,28.0,-21.0,-3.0,1031.0,NW,64.04728,0.0,0.0
2014,12,29,21,160.4959,-11.0,-4.0,1015.0,cv,3.58,0.0,0.0
2010,5,7,14,91.0,6.0,26.0,1002.0,SE,23.69881,0.0,0.0
2014,10,7,18,122.68833,10.0,15.0,1020.0,cv,1.78,0.0,0.0
2011,12,10,18,14.0561,-19.0,-4.0,1033.0,NW,190.42484,0.0,0.0
2011,9,16,2,139.97784,15.0,18.0,1015.0,SE,0.89,0.0,0.0
2014,12,7,12,46.0,-18.0,6.0,1021.0,NW,26.472298,0.0,0.0
2014,11,19,20,275.23392,-1.0,4.0,1020.0,cv,0.89,0.0,0.0
2012,5,29,6,98.0,15.0,19.0,1013.0,cv,0.89,0.0,3.5597513
2014,12,5,17,9.0,-22.0,3.0,1025.0,NW,58.203075,0.0,0.0
2012,3,14,23,129.0,-5.0,6.7070045,1019.0,NW,4.02,0.0,0.0
2013,12,5,10,121.0,-17.0,-5.0,1031.0,cv,0.89,0.0,0.0
2013,9,8,21,161.10313,15.018203,19.0,1016.0,NE,0.89,0.0,0.0
2014,10,6,15,23.0,2.0,19.0,1022.0,SE,3.58,0.0,0.0
2012,9,18,1,16.0,11.0,16.0,1013.0,NW,32.038555,0.0,0.0
2010,10,31,21,103.0,7.0,10.0,1024.0,SE,12.97,0.0,0.0
2014,3,31,23,189.5173,2.0,13.0,1017.0,cv,0.89,0.0,0.0
2013,2,10,9,113.0,-7.0,-4.0,1027.0,cv,1.79,0.0,0.0
2013,6,2,3,115.0,16.0,22.0,1006.0,NW,1.79,0.0,0.0
2013,3,8,1,12.0,-14.0,-4.0,1039.0,NW,52.31751,0.0,0.0
2011,2,21,13,336.7889,-7.0,4.0,1022.0,cv,3.58,0.0,0.0
2012,10,19,16,235.9021,9.0,13.0,1015.0,NW,8.05,0.0,0.0
2010,1,15,9,93.0,-19.0,-11.0,1035.0,cv,1.79,0.0,0.0
2011,10,9,12,22.0,3.0,23.0,1025.0,cv,4.92,0.0,0.0
2011,2,19,21,41.592117,-19.0,0.0,1025.0,SE,1.79,0.0,0.0
2010,12,20,11,183.67148,-6.0,10.0,1017.0,cv,1.78,0.0,0.0
2013,10,20,5,32.0,3.0,5.0,1026.0,NW,1.79,0.0,0.0
2011,4,9,13,28.0,-11.0,23.0,1017.0,NW,3.13,0.0,0.0
2012,10,9,8,199.5843,15.0,18.0,1013.0,NE,1.79,0.0,2.0
2012,1,18,14,112.0,-12.0,1.0,1028.0,SE,4.02,0.0,0.0
2012,3,27,20,247.27849,3.0,14.0,1015.0,cv,0.89,0.0,0.0
2011,2,8,18,20.37345,-16.0,4.0,1020.0,cv,0.89,0.0,0.0
2013,9,12,15,55.0,15.0,17.0,1014.0,NW,11.63,0.0,3.9313905
2010,6,27,13,127.06555,15.0,29.0,1005.0,SE,2.68,0.0,0.0
2011,2,18,14,55.0,-16.0,5.0,1024.0,cv,1.79,0.0,0.0
2011,7,5,3,187.09534,21.0,23.0,1004.0,cv,0.89,0.0,0.0
2013,8,24,7,57.955353,23.0,25.0,1001.0,SE,1.79,0.0,0.0
2012,11,6,11,113.0,-3.0,11.0,1024.0,cv,1.79,0.0,0.0
2014,5,3,8,97.0,6.0,14.0,1010.0,cv,0.89,0.0,0.0
2014,10,23,0,178.33447,10.0,11.0,1014.40564,NE,0.89,0.0,0.0
2014,7,26,0,144.76231,20.0,23.0,1008.0,cv,1.78,0.0,0.0
2013,4,27,1,48.526394,-6.0,14.0,1010.0,NW,3.58,0.0,0.0
2011,3,24,17,38.0,-16.0,19.0,1021.0,NE,13.86,0.0,0.0
2012,9,10,8,23.0,15.0,17.0,1014.0,SE,1.79,0.0,0.0
2011,4,4,3,46.0,-7.0,9.789949,1013.0,SE,0.89,0.0,0.0
2012,12,29,17,116.0,-5.0,-3.0,1031.0,SE,26.363464,0.0,0.0
2010,7,18,17,161.25954,24.0,31.0,1005.0,SE,12.07,0.0,0.0
2013,4,9,10,30.0,1.0,6.0,1014.0,NW,52.314934,0.0,8.522873
2010,8,29,19,87.91984,18.0,26.0,1010.0,SE,19.83197,0.0,0.0
2013,2,30,13,269.53152,-4.0,4.0,1020.0,SE,16.99,0.0,0.0
2013,11,20,11,23.0,-15.0,7.0,1029.0,NW,9.84,0.0,0.0
2014,7,9,8,26.0,17.0,24.0,1004.0,NW,4.02,0.0,0.0
2014,5,12,7,14.0,10.0,14.0,1000.0,cv,0.89,0.0,0.0
2012,5,5,9,108.0,7.0,20.0,1006.0,NW,4.02,0.0,0.0
2014,3,28,12,111.0,3.0,19.0,1014.0,cv,1.79,0.0,0.0
2014,10,1,9,153.0,12.0,13.0,1018.0,cv,0.89,0.0,3.0
2013,8,16,0,22.0,23.0,26.0,999.0,cv,3.13,0.0,0.0
2011,11,13,11,32.0,-14.0,6.0,1024.0,NE,1.79,0.0,0.0
2013,3,2,5,18.0,-19.0,-2.0,1032.4901,NW,40.677895,0.0,0.0
2013,8,22,9,89.0,18.0,24.0,1012.0,NW,1.79,0.0,0.0
2010,1,28,20,38.0,-15.0,-4.0,1028.0,cv,1.78,0.0,0.0
2014,7,15,22,26.0,13.0,30.0,1002.0,SE,3.97334,0.0,0.0
2014,1,17,5,116.0,-14.0,-8.0,1026.0,NW,6.26,0.0,0.0
2013,4,26,20,50.77886,-6.0,19.0,1008.0,cv,0.89,0.0,0.0
2013,8,11,7,68.0,22.0,24.0,1007.0,NE,3.13,0.0,0.0
2012,10,10,17,25.0,2.0,20.0,1017.7244,SE,3.13,0.0,0.0
2010,10,28,18,98.0,0.0,10.0,1024.0,NE,1.79,0.0,0.0
2014,3,24,14,189.53983,-4.0,20.0,1013.0,SE,4.02,0.0,0.0
2013,9,29,6,31.0,12.0,17.0,1016.0,cv,0.89,0.0,0.0
2010,10,14,23,116.0,10.0,9.0,1023.0,cv,0.89,0.0,0.0
2012,8,25,21,134.0,19.0,21.0,1013.0,SE,1.79,0.0,0.0
2014,11,2,5,161.0,6.0,7.0,1018.0,NE,1.78,0.0,0.0
2011,12,17,22,134.0,-14.0,-4.0,1032.0,cv,0.89,0.0,0.0
2014,1,21,15,12.0,-23.0,5.0,1025.0,NW,96.38934,0.0,0.0
2013,5,18,9,84.0,15.0,18.0,1007.0,NE,1.79,0.0,0.0
2012,12,22,16,21.0,-15.0,-2.0,1032.0,NE,23.696697,0.0,0.0
2012,6,4,19,50.0,17.0,27.0,1004.0,SE,41.474,0.0,0.0
2014,12,4,9,60.0,-16.0,0.0,1025.0,cv,1.79,0.0,0.0
2010,2,19,6,57.943047,-11.0,-4.0,1025.0,SE,37.990993,0.0,0.0
2014,3,15,21,44.0,-13.0,14.0,1013.0,NW,16.09,0.0,0.0
2011,5,13,1,83.09781,6.0,15.0,1007.0,NE,3.13,0.0,0.0
2012,6,7,12,112.0,16.0,29.0,1001.0,SE,38.113415,0.0,0.0
2010,11,23,9,13.0,-9.0,5.0,1021.0,NW,117.256874,0.0,0.0
2012,2,6,7,133.0,-17.0,-9.0,1023.0,SE,1.79,0.0,0.0
2011,10,29,3,16.0,4.0,9.0,1025.0,NE,14.75,0.0,0.0
2013,3,10,1,16.0,-18.0,-1.0,1029.0,NW,129.54425,0.0,0.0
2014,3,15,15,52.0,-13.0,21.0,1010.0,SE,27.221617,0.0,0.0
2011,11,6,23,76.0,5.0,8.0,1027.0,SE,13.86,0.0,0.0
2013,8,29,23,76.49989,21.0,27.0,1001.94464,cv,0.89,0.0,0.0
2011,5,12,3,30.0,-2.0,13.0,1009.0,NE,3.13,0.0,0.0
2010,10,17,12,28.0,-2.0,8.0,1028.0,SE,76.63095,0.0,0.0
2010,11,10,17,52.130577,-9.0,5.0,1017.0,NW,138.65715,0.0,0.0
2011,6,20,12,123.77558,17.0,33.08025,1003.0,SE,4.02,0.0,0.0
2013,7,2,3,38.0,21.0,22.0,1002.0,NE,1.79,0.0,9.85862
2014,5,17,20,25.0,9.0,20.0,1011.0,SE,66.92823,0.0,0.0
2014,11,2,11,7.0,-15.0,12.0,1026.0,NW,141.1967,0.0,0.0
2011,3,7,11,20.0,-19.0,9.0,1028.0,NW,39.809387,0.0,0.0
2011,6,1,14,84.0,11.0,32.0,1000.0,SE,28.37365,0.0,0.0
2011,11,1,6,152.0,13.0,11.0,1023.0,cv,0.45,0.0,0.0
2014,9,19,16,66.0,16.0,27.0,1009.0,SE,11.62,0.0,0.0
2012,10,7,21,52.0,6.0,15.0,1023.9823,SE,27.26718,0.0,0.0
2011,3,3,6,11.0,-14.0,-1.0,1027.0,NW,108.199684,0.0,0.0
2013,2,4,9,136.0,-11.0,-1.0,1026.3212,NE,1.79,0.0,0.0
2012,3,17,7,201.6258,2.0,3.0,1011.0,SE,4.02,0.0,0.0
2011,9,15,3,115.0,17.0,17.0,1010.0,cv,0.45,0.0,0.0
2014,10,30,4,116.0,10.0,12.0,1019.0,SE,3.58,0.0,5.0
2010,8,4,1,127.196266,22.0,26.0,1002.0,SE,6.2412176,0.0,0.0
2010,6,26,18,145.0,16.0,30.0,1005.0,SE,21.99989,0.0,0.0
2012,6,18,10,187.0,17.0,28.0,1003.0,SE,6.26,0.0,0.0
2011,8,5,2,186.6506,25.0,26.0,1002.0,cv,0.89,0.0,0.0
2010,8,20,23,108.0,22.0,24.0,1013.0,cv,0.89,0.0,0.0
2013,8,17,19,18.0,13.0,30.633545,1002.0,NW,96.09594,0.0,0.0
2012,4,29,23,57.0,3.0,13.0,1011.0,SE,5.37,0.0,0.0
2012,2,11,4,54.629234,-19.0,-3.0,1027.0,SE,3.13,0.0,0.0
2014,9,11,19,39.0,15.0,23.0,1011.0,NE,3.13,0.0,0.0
2014,9,17,23,54.0,16.0,18.0,1013.0,cv,3.57,0.0,4.8548803
2012,10,17,14,13.0,-9.0,21.0,1015.0,NW,45.46224,0.0,0.0
2010,8,17,12,240.58041,23.0,31.0,1003.0,SE,3.13,0.0,0.0
2013,5,12,11,29.0,-4.0,28.0,997.0,NW,1.79,0.0,0.0
2012,8,14,10,45.0,15.0,24.0,1007.0,SE,13.86,0.0,0.0
2012,1,24,0,66.0,-15.0,-6.0,1026.0,NW,10.73,0.0,0.0
2011,2,22,20,187.0,-11.0,1.0,1017.0,NE,1.79,0.0,0.0
2011,12,3,5,36.0,-11.0,-4.0,1030.0,SE,2.67,0.0,0.0
2014,12,10,14,16.0,-20.0,3.0,1027.0,NW,86.54594,0.0,0.0
2012,3,11,11,42.0,-17.0,6.0,1022.0,NW,78.458206,0.0,0.0
2013,11,6,21,178.0,2.0,7.0,1017.0,cv,0.89,0.0,0.0
2010,9,2,19,72.083694,19.0,26.0,1010.0,SE,12.072582,0.0,0.0
2010,9,20,6,54.0,12.0,14.0,1011.0,cv,2.68,0.0,0.0
2014,9,7,8,6.0,1.0,22.0,1019.0,NW,11.17,0.0,0.0
2010,6,3,0,77.0,15.0,21.0,1011.0,SE,6.26,0.0,0.0
2013,2,4,1,22.0,-18.290033,1.0,1024.0,NW,19.22,0.0,0.0
2011,10,10,3,240.91324,11.0,13.0,1023.0,cv,0.89,0.0,0.0
2011,5,31,11,59.0,13.0,27.0,1004.0,SE,11.18,0.0,0.0
2010,3,20,3,54.0,-6.0,0.0,1014.0,NW,3.58,0.0,0.0
2013,4,5,4,81.0,0.0,4.801071,1008.0,cv,2.68,0.0,0.0
2012,2,21,8,234.14835,-6.0,-3.0,1021.0,SE,1.79,0.0,0.0
2014,3,2,11,121.533966,-8.0,2.0,1027.0,NE,0.89,0.0,0.0
2013,10,2,10,126.0,8.0,14.0,1021.0,cv,0.89,0.0,0.0
2011,3,29,21,10.0,-19.0,8.0,1029.0,NW,124.28031,0.0,0.0
2014,1,15,5,189.67061,-20.0,-11.663738,1031.0,NW,3.58,0.0,0.0
2013,2,14,20,64.0,-13.0,0.0,1029.0,SE,22.674227,0.0,0.0
2013,1,2,23,91.0,-16.0,-6.0,1030.0,cv,0.45,0.0,0.0
2012,2,16,0,253.65602,-5.0,-1.0,1019.0,SE,36.90553,0.0,0.0
2013,1,4,17,170.0,-16.0,-7.0,1027.0,NW,6.26,0.0,0.0
2013,5,21,11,63.32745,7.0,25.0,1012.0,SE,4.92,0.0,0.0
2013,5,24,22,51.0,11.0,21.0,1014.0,SE,66.39209,0.0,0.0
2012,11,30,11,166.28438,-3.0,8.0,1023.0,cv,1.79,0.0,0.0
2011,11,28,18,219.0365,1.0,3.0,1022.0,NW,4.92,0.0,0.0
2013,3,24,10,142.0,-3.0,7.0,1020.0,NW,3.13,0.0,0.0
2014,10,15,18,185.0,13.0,14.489769,1013.0,cv,0.89,0.0,0.0
2013,8,16,2,73.211006,21.0,26.0,1003.0,SE,4.92,0.0,1.0
2014,1,20,3,7.0,-21.0,-1.8418372,1029.0,NW,234.07585,0.0,0.0
2012,7,4,17,112.0,19.0,30.0,999.0,SE,30.798515,0.0,0.0
